Культура;Id;Название;Год;Регионы;Категория;Направление использования;Период использования;Срок созревания (гр. спелости);Тип растения;Условия выращивания;Форма;Номер патента
Просо посевное;8101230;ОРЛОВСКИЙ КАРЛИК;1984;4;-;ценная(ый) по качеству;-;ранний (раннеспелый);-;-;-;
Яблоня;9253020;ОРЛОВСКИЙ ПАРТИЗАН;2010;5;-;-;-;-;-;-;-;4905
Яблоня;8903360;ОРЛОВСКИЙ ПИОНЕР;1999;3;-;-;-;-;-;-;-;
Люпин узколистный;9610217;ОРЛОВСКИЙ СИДЕРАТ;2006;2, 3, 4, 5;-;-;-;-;-;-;-;
Люпин узколистный;8558741;ОРЛОВСКИЙ СИДЕРАТ 2;2016;*;-;-;-;-;-;-;-;
Клевер луговой;8803927;ОРЛОВСКИЙ СРЕДНЕРАННИЙ;1995;5;-;-;-;-;-;двуукосный;-;
Слива китайская;9302328;ОРЛОВСКИЙ СУВЕНИР;2001;5;-;-;-;среднепоздний;-;-;-;
Сорго зерновое;9811741;ОРЛОВСКОЕ;2005;8;-;зерновой;-;ранний (раннеспелый);-;-;-;2190
Яблоня;9704817;ОРЛОВСКОЕ ПОЛЕСЬЕ;2001;3, 5;-;-;-;-;-;-;-;
Яблоня;7003242;ОРЛОВСКОЕ ПОЛОСАТОЕ;1986;3, 5, 7, 8;-;-;-;-;-;-;-;
Абрикос;9811463;ОРЛОВЧАНИН;2006;5;-;-;-;средний (среднеспелый);-;-;-;
Горох посевной;8800634;ОРЛОВЧАНИН;1991;3, 5, 7;-;-;-;средний (среднеспелый);неосыпающийся;-;-;
Горох посевной;9300554;ОРЛОВЧАНИН 2;1995;3, 6, 8;-;ценная(ый) по качеству;-;средний (среднеспелый);детерминантный, неосыпающийся;-;-;
Смородина красная;9811471;ОРЛОВЧАНКА;2018;10;-;-;-;поздний ( позднеспелый);-;-;-;
Горох посевной;9101390;ОРЛУС;1994;3, 6;-;-;-;средний (среднеспелый);безлисточковый;-;-;
Капуста цветная;8456627;ОРМОНД;2017;*;гибрид первого поколения;-;-;ранний (раннеспелый);-;садово-огородный;-;
Яблоня;9358870;ОРСКОЕ;2008;9;-;-;-;-;-;-;-;
Капуста белокочанная;8457715;ОРТУС;2018;6;-;-;-;ранний (раннеспелый);-;товарное производство;-;
Барбарис;9153954;ОРФЕЙ;2009;*;-;-;-;-;-;-;-;
Капуста белокочанная;8261626;ОРФЕЙ;2020;2;гибрид первого поколения;-;-;очень поздний;-;товарное производство;-;
Клевер луговой;9607579;ОРФЕЙ;2000;1, 2, 4;-;-;-;-;-;одноукосный;-;
Огурец;9803114;ОРФЕЙ;2001;;гибрид первого поколения;-;-;-;партенокарпическое;защищенный грунт;-;
Паслен перцевидный;9811408;ОРФЕЙ;2001;*;-;-;-;-;-;-;-;
Перец сладкий;9052084;ОРФЕЙ;2010;*;-;-;-;средний (среднеспелый);-;садово-огородный;цилиндрическая;
Подсолнечник;8853859;ОРФЕЙ;2014;6, 8;простой гибрид;-;-;средний (среднеспелый);-;-;-;
Редис;7953205;ОРФЕЙ;2022;*;-;-;-;ранний (раннеспелый);-;садово-огородный;округлая;12145
Рис;7954580;ОРФЕЙ;2024;6;-;ценная(ый) по качеству;-;среднепоздний;-;-;-;13384
Салат;9359292;ОРФЕЙ;2007;*;-;-;-;-;полукочанный;садово-огородный;-;
Томат;9252884;ОРФЕЙ;2008;;гибрид первого поколения;-;-;-;детерминантное;сад.-огород. для з/грунта;яйцевидная;
Шалфей мускатный;8456369;ОРФЕЙ;2017;*;-;-;-;-;-;-;-;9997
Яблоня;8853103;ОРФЕЙ;2019;6;-;-;-;-;-;-;-;7536
Подсолнечник;8653474;ОРФЕО ШТ;2016;5;простой гибрид;-;-;средний (среднеспелый);-;-;-;
Огурец;9553466;ОРФЕУС;2007;3;гибрид первого поколения;консервный;-;ранний (раннеспелый);партенокарпическое;товарное производство;-;
Огурец;8153220;ОРХАН;2020;*;гибрид первого поколения;салатный;-;ранний (раннеспелый);партенокарпическое;сад.-огород. для з/грунта;-;
Ирис;9450203;ОРХИД ТЭЙПСТРИ;2001;*;-;-;-;-;-;-;-;
Перец сладкий;9053110;ОРЬЕН;2010;*;-;-;-;ранний (раннеспелый);-;садово-огородный;удлиненно-конусовидная;
Тыква крупноплодная;8457934;ОРЭНЖ КОЛОН;2017;*;гибрид первого поколения;столовый;-;очень ранний;-;садово-огородный;-;
Кукуруза;9253517;ОС 430;2013;6;простой гибрид;зерновой;-;среднепоздний;-;-;-;
Кукуруза;9553904;ОС 596;2007;6;простой гибрид;универсальные(ый);-;поздний ( позднеспелый);-;-;-;
Кукуруза;9553905;ОС 617;2007;6;простой гибрид;универсальные(ый);-;очень поздний;-;-;-;
Капуста белокочанная;8853837;ОСАКА;2015;6;гибрид первого поколения;-;-;среднеранний;-;товарное производство;-;
Персик;8557072;ОСВЕЖАЮЩИЙ;2014;6;-;-;-;средний (среднеспелый);-;-;-;8026
Яблоня;4804937;ОСЕННЕЕ ПОЛОСАТОЕ;1947;1, 2, 3, 4, 5, 7;-;-;-;-;-;-;-;
Хризантема;9155102;ОСЕННИЕ ГРЕЗЫ;2011;*;-;-;-;-;-;-;-;
Чеснок озимый;9600701;ОСЕННИЙ;1999;*;-;-;-;-;острый;садово-огородный;-;
Томат;8755640;ОСЕННИЙ БАГРЯНЕЦ;2012;*;-;салатный;-;очень ранний;детерминантное;сад.-огород. для з/грунта;яйцевидная;
Флокс метельчатый;9810201;ОСЕННИЙ БУКЕТ;2001;*;-;-;-;-;-;-;-;
Капуста декоративная;9811586;ОСЕННИЙ ВАЛЬС;2002;*;-;-;-;-;-;садово-огородный;-;
Редис;9052162;ОСЕННИЙ ГИГАНТ;2010;*;-;-;-;поздний ( позднеспелый);-;садово-огородный;эллиптическая;
Морковь;9609841;ОСЕННИЙ КОРОЛЬ;2006;3, 5;-;-;-;среднепоздний;-;товарное производство;веретеновидная;
Дайкон;8558861;ОСЕННИЙ КРАСАВЕЦ;2017;*;-;-;-;-;-;садово-огородный;удлиненно-цилиндрическая;8249
Лук порей;8355885;ОСЕННИЙ КРАСАВЕЦ;2018;*;-;-;-;средний (среднеспелый);-;садово-огородный;-;
Фенхель овощной;9704976;ОСЕННИЙ КРАСАВЕЦ;2003;*;-;-;-;-;-;садово-огородный;-;
Морковь;8261425;ОСЕННИЙ МАРАФОН;2020;4, 5;-;-;-;средний (среднеспелый);-;товарное производство;удлиненно-конусовидная;10923
Хризантема;8653284;ОСЕННИЙ МОТИВ;2014;*;-;-;-;-;-;-;-;
Капуста пекинская;9358740;ОСЕННИЙ НЕФРИТ;2007;*;гибрид первого поколения;-;-;ранний (раннеспелый);-;садово-огородный;-;
Тыква крупноплодная;8558818;ОСЕННИЙ ПИРОГ;2017;*;-;столовый;-;средний (среднеспелый);-;садово-огородный;-;
Тыква крупноплодная;8058973;ОСЕННИЙ ПОДАРОК;2021;*;-;столовый;-;средний (среднеспелый);-;садово-огородный;-;11667
Гладиолус;9552888;ОСЕННИЙ ПОЦЕЛУЙ;2007;*;-;-;-;-;-;-;-;
Персик;9252787;ОСЕННИЙ РУМЯНЕЦ;2016;6;-;-;-;поздний ( позднеспелый);-;-;-;
Айва;8260609;ОСЕННИЙ СУВЕНИР;2024;6;-;-;-;-;-;-;-;12385
Слива домашняя;9359376;ОСЕННИЙ СУВЕНИР;2008;6;-;-;-;очень поздний;-;-;-;
Азимина;8757329;ОСЕННИЙ СЮРПРИЗ;2013;*;-;-;-;-;-;-;-;7216
Виноград;8508550;ОСЕННИЙ ЧЕРНЫЙ;2000;6;-;столовый;-;средний (среднеспелый);-;-;-;
Вишня войлочная;8802440;ОСЕННЯЯ ВИРОВСКАЯ;1996;*;-;-;-;средний (среднеспелый);-;-;-;
Капуста пекинская;9358770;ОСЕННЯЯ КРАСАВИЦА;2007;*;гибрид первого поколения;-;-;средний (среднеспелый);-;садово-огородный;-;
Тыква крупноплодная;8153823;ОСЕННЯЯ КРАСАВИЦА;2020;*;гибрид первого поколения;столовый;-;ранний (раннеспелый);-;садово-огородный;-;10865
Груша;7709790;ОСЕННЯЯ МЕЧТА;1995;5;-;-;-;-;-;-;-;
Астра однолетняя;8702489;ОСЕННЯЯ ОЛИМПИАДА;1992;*;-;-;-;-;-;-;-;
Дыня;8854276;ОСЕННЯЯ РАДОСТЬ;2012;*;гибрид первого поколения;-;-;среднепоздний;среднеплетистое;сад.-огород. для з/грунта;-;
Яблоня;6803768;ОСЕННЯЯ РАДОСТЬ;1974;10, 11;-;-;-;-;-;-;-;
Томат;8153507;ОСЕННЯЯ РАПСОДИЯ;2020;*;-;салатный;-;ранний (раннеспелый);детерминантное;садово-огородный;округлая;11779
Груша;9907744;ОСЕННЯЯ СУСОВА;2001;3;-;-;-;-;-;-;-;
Яблоня;9907745;ОСЕННЯЯ СУСОВА;2001;3;-;-;-;-;-;-;-;
Редька;8356082;ОСЕННЯЯ УДАЧА;2018;*;-;-;-;-;-;садово-огородный;-;9489
Груша;4901649;ОСЕННЯЯ ЯКОВЛЕВА;1974;5, 8;-;-;-;-;-;-;-;
Дыня;9703594;ОСЕНЬ;2000;6, 8;-;-;-;средний (среднеспелый);среднеплетистое;товарное производство;-;
Картофель;9200983;ОСЕНЬ;1996;3;-;столовый;-;среднепоздний;"устойчив к раку, патотип I; восприимчив к золотистой картофельной нематоде (R01)";-;-;
Картофель;8261169;ОСЕТИНСКИЙ;2020;6;-;столовый;-;среднеранний;устойчив к раку, патотип I и к золотистой картофельной нематоде (R01);-;-;11539
Люцерна изменчивая;8853988;ОСИЕЧКА 100;2015;3, 4;-;-;-;-;-;-;-;
Смородина красная;9608893;ОСИПОВСКАЯ;2009;3;-;-;-;поздний ( позднеспелый);-;-;-;1215
Яблоня;8953643;ОСИПОВСКОЕ;2013;5;-;-;-;-;-;-;-;7045
Горох овощной;8654303;ОСКАР;2016;5;-;консервный;-;очень ранний;-;товарное производство;-;
